adm1_name,adm2_name,survey_date,survey_month,resp_age,resp_gender,hh_agricactivity,hh_gender,hh_education,hh_wealth_water,hh_wealth_toilet,hh_wealth_light,hh_residencetype,hh_size,hh_maritalstat,hh_age,income_main,income_main_amount,income_main_comp,income_sec,income_sec_amount,income_sec_comp,income_third,income_third_amount,income_third_comp,tot_income,covid_goodstransp,covid_marketclosed,covid_borderclosed,covid_stayhome,covid_gatherings,covid_processclosed,covid_none,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_cantworkordobusiness,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_fire,shock_othermanmadehazard,crp_main,crp_landsize,crp_irrigation,crp_seed_ownprod,crp_seed_market,crp_seed_company,crp_seed_freedist,crp_seed_bank,crp_seed_gov,crp_area_change,crp_harv_change,crp_proddif,crp_proddif_plantdisease,crp_proddif_seedquality,crp_proddif_lostordamaged,crp_proddif_naplot,crp_proddif_nafertilizer,crp_proddif_naseeds,crp_proddif_nainsecticides,crp_proddif_nalabour,crp_proddif_namachinery,crp_proddif_nafuelorelect,crp_proddif_soilerosion,crp_proddif_irrigation,crp_salesdif,crp_saledif_marketing_cost,crp_saledif_damagelosses,crp_saledif_lowdemand,crp_saledif_lowprice,crp_saledif_dif_processing,crp_salesprice,ls_main,ls_num_lastyr,ls_num_now,ls_num_diff,ls_num_nochange,ls_num_inc_didnotsellasmany,ls_num_inc_moreborn,ls_num_inc_purchbarterdmore,ls_num_inc_receivedfree,ls_num_dec_animalsdied,ls_num_dec_soldmoregoodprice,ls_num_dec_soldmoredistsale,ls_num_dec_anmlescloststolen,ls_num_dec_killedorgaveanml,ls_food_supply_openpasture,ls_food_supply_commonpasture,ls_food_supply_fieldselfprodfod,ls_food_supply_purchased,ls_proddif,ls_proddif_diffeedpurchase,ls_proddif_constaccesstopasture,ls_proddif_constaccesstowater,ls_proddif_difaccessvetserv,ls_proddif_difaccessvetinp,ls_proddif_diseases,ls_proddif_theftorinsecurity,ls_proddif_pooraccesstolmarket,ls_proddif_noaccesstocredit,ls_proddif_lackoflabour,ls_salesmain,ls_salesdif,ls_salesdif_smallerprofits,ls_salesdif_damageandlosses,ls_salesdif_lowdemand,ls_salesdif_lowprices,ls_salesdif_slaughterhouse,ls_salesdif_processing,ls_salesprice,need,need_seeds,need_fertilizers,need_pesticides,need_tools,need_accesstoirrigationwater,need_accesstoland,need_animalfeed,need_veterinaryservices,need_veterinaryinputs,need_animalsalemingarantdprice,need_restockinganimals,need_supportforprocessprod,need_supptransofanimalsorprod,need_acstomechanisedequipprod,need_marketingsupport,need_cashassistance,need_loans,need_storageequipmentorfaci,need_techsupporextensionserv,need_landrehabilitation,need_fishequiorothersuppforfish,need_infoonsafetymeasures,shock_count,shock_climate_count,shock_bio_count,shock_economic_count,shock_personal_count,covid_disruption_count,income_source_count,income_primary_share,income_quintile_adm1,ls_pct_change,crp_proddif_count,crp_salesdif_count,needs_expressed_count,chirps_rain_30d_mm,chirps_rain_90d_mm,modis_ndvi_90d_mean,modis_ndvi_90d_std,regional_yield_mean,vulnerability_score,credit_risk
Midlands,Shurugwi,2022-04-24,4,44,Female,Yes - crop production,Male,Completed secondary school,Public tap,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,Over 65,"Income not derived from work, welfare transfer, pension, humanitarian aid",1000.0,Less,No second most important source of income,,,No third most important source of income,,,1000.0,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,More,Less,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,2.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,,1.0,,2.0,0.43691821637564754,0.43691821637564754,0.3715822148082623,0.027807983296672605,1.0082494447441954,0.746,HIGH
Mashonaland Central,Bindura,2022-04-21,4,70,Female,Yes - both crop and livestock production,Male,Completed secondary school,Unprotected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,Over 65,"Farmer, production and sale of vegetable or fruit",,Less,"Income not derived from work, charity",,Same,Don't know,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1300.0,1 to 5 ha,Rainfed,Yes,No,No,No,No,No,More,Less,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",8.0,5.0,-3.0,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,-0.375,1.0,,1.0,0.0,0.0,0.37075468132030676,0.04302706087529973,1.5028364458532366,0.0,LOW
Mashonaland East,Goromonzi,2022-04-12,4,51,Male,Yes - livestock production,Male,Completed secondary school,Protected well,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,Informal agricultural trade excluding producers,15000.0,Same,No second most important source of income,,,No third most important source of income,,,15000.0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",50.0,30.0,-20.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,3.0,1,1.0,3.0,-0.4,,,2.0,0.00904705943777827,0.4362647218641659,0.35279675940977856,0.03403392247338003,1.1037422523037344,0.1333,MEDIUM
Midlands,Gweru Urban,2022-04-13,4,32,Male,No,Male,"Completed higher education (university, college) degree",Private tap from piped water,"None, bush",Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",1.0,"Single, never married",18 to 40,Off-farm daily wages and other non-agricultural casual employment,39000.0,Less,No second most important source of income,,,No third most important source of income,,,39000.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,4.0,,,,2.0,1.0886389567450478,1.1582505717638725,0.3511430673886302,0.027745847482802403,1.0082494447441954,0.4638,HIGH
Matabeleland South,Gwanda,2022-05-07,5,60,Female,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Farmer, production and sale of staple crops",,A lot less (less than half as much),Public employment,28000.0,A lot less (less than half as much),Don't know,,,28000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Same,Less,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,,3.0,,1.0,,1.0,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.3402,HIGH
Matabeleland South,Gwanda,2022-04-23,4,66,Male,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,Over 65,"Income not derived from work, welfare transfer, pension, humanitarian aid",10000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,10000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,A lot less (less than half as much),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,,,,Goats,24.0,10.0,-14.0,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,-0.5833333333333334,2.0,,4.0,0.8002919909773375,0.8691256672703718,0.3226789491024646,0.025137062571997066,1.047395419085191,0.0668,LOW
Masvingo,Chivi,2022-04-14,4,42,Male,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,Over 65,Daily wage on farms and other casual employment in agricultural sector,7500.0,Less,Don't know,,,No third most important source of income,,,7500.0,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0,3.0,,2.0,,2.0,1.1163282138094792,1.6316919726804024,0.33598166818536007,0.027131210702642638,0.834131608320568,0.3402,HIGH
Matabeleland South,Beitbridge Urban,2022-04-25,4,33,Female,Yes - livestock production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Recent migrant not forcefully displaced - you have been living in your current place of residence for less than two years and you moved there voluntarily for work, family or other reasons that are not related to conflict or natural disaster",6.0,Married,18 to 40,Stable employment in non-agricultural sector,450000.0,Same,No second most important source of income,,,No third most important source of income,,,450000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",,50.0,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,,,,3.0,1.0173550843764865,1.0648447699232855,0.3174694924591209,0.024110530504548016,1.047395419085191,0.1334,MEDIUM
Mashonaland Central,Mazowe,2022-04-23,4,41,Female,No,Female,Completed secondary school,Public tap,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,"Single, never married",41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",26000.0,Same,Off-farm daily wages and other non-agricultural casual employment,5000.0,Same,Refused,,,31000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2,0.8387096774193549,4.0,,,,1.0,0.0,0.0,0.35643506451314955,0.034798207407318524,1.5028364458532366,0.2001,MEDIUM
Masvingo,Mwenezi,2022-04-19,4,36,Male,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Stable employment in agricultural sector,100000.0,Less,No second most important source of income,,,No third most important source of income,,,100000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,Yes,No,No,No,No,Same,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",30.0,23.0,-7.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,5.0,-0.23333333333333334,1.0,,3.0,1.7824913773331987,2.821020796325415,0.36072649924964584,0.03989220005561085,0.834131608320568,0.2,MEDIUM
Mashonaland East,Hwedza,2022-04-02,4,26,Male,Yes - crop production,Male,"Completed higher education (university, college) degree",Public tap,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,18 to 40,Off-farm daily wages and other non-agricultural casual employment,12000.0,Same,No second most important source of income,,,No third most important source of income,,,12000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,No,No,Less,Less,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,3.0,,1.0,,3.0,0.33531405195693714,0.6431885088663815,0.34434742823149805,0.03021572252834556,1.1037422523037344,0.4337,HIGH
Mashonaland East,Marondera,2022-04-12,4,28,Male,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",3.0,Married,18 to 40,"Farmer, production and sale of cashcrops",30000.0,Less,No second most important source of income,,,No third most important source of income,,,30000.0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5100.0,1 to 5 ha,Canal,Yes,No,No,No,No,No,Less,Less,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Less,"Poultry (chicken, guineafowl, duck, etc)",30.0,60.0,30.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,1.0,2.0,1.0,3.0,0.9172407020914444,1.5428269321575354,0.34394212914788364,0.030065400214078195,1.1037422523037344,0.0667,LOW
Midlands,Zvishavane,2022-04-06,4,31,Female,Yes - both crop and livestock production,Female,Completed primary school,River,Traditional pit latrine (no water),Other (no electric supply to the house),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",8.0,Married,18 to 40,No income source in the last 3 months and used exclusively debt,,,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,No,No,No,No,Yes,More,More,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,Goats,4.0,3.0,-1.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,-0.25,1.0,,1.0,0.3446970885811723,0.591050248128763,0.3460313564069956,0.028425350573905207,1.0082494447441954,0.2668,HIGH
Matabeleland North,Umguza,2022-05-06,5,29,Male,Yes - crop production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Daily wage on farms and other casual employment in agricultural sector,3000.0,More,No second most important source of income,,,No third most important source of income,,,3000.0,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,5 to 10 ha,Rainfed,No,Yes,No,Yes,No,Yes,More,Less,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,2.0,0.0,0.0,1.0,0.0,2.0,1,1.0,2.0,,2.0,,3.0,0.44150334625710763,0.44150334625710763,0.361269594446041,0.029759910991051738,0.9032635080148601,0.2001,HIGH
Matabeleland North,Binga,2022-04-24,4,52,Male,Yes - crop production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Lamp with batteries,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Farmer, production and sale of cashcrops",5000.0,A lot less (less than half as much),No second most important source of income,,,No third most important source of income,,,5000.0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,No,No,Yes,No,Less,A lot less (less than half as much),Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,2.0,,2.0,1.0,3.0,0.343979614153532,0.343979614153532,0.31520367245290515,0.026317852191821926,0.9032635080148601,0.0,LOW
Matabeleland South,Umzingwane,2022-05-09,5,65,Male,Yes - both crop and livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",37500.0,More,Off-farm daily wages and other non-agricultural casual employment,22500.0,More,Don't know,,,60000.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,"Manually from water surface, well or other water source",No,No,Yes,No,No,Yes,Same,Less,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",19.0,23.0,4.0,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2,0.625,4.0,0.21052631578947367,3.0,,7.0,0.6599645204213285,0.6809036151287433,0.3373192863481404,0.021119323203519766,1.047395419085191,0.4069,HIGH
Mashonaland East,Seke,2022-04-07,4,36,Male,No,Male,Completed secondary school,Protected well,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",3.0,Married,18 to 40,Informal agricultural trade excluding producers,6600.0,Less,No second most important source of income,,,No third most important source of income,,,6600.0,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,2.0,,,,2.0,0.009682990605509704,0.10551929080824021,0.3195975814971441,0.025586393789764888,1.1037422523037344,0.2682,HIGH
Manicaland,Mutare Urban,2022-04-13,4,21,Male,Yes - crop production,Female,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,"Non-agricultural self-employed or liberal profession, doctor, architect, lawyer, including restaurant",,Same,"Income not derived from work, charity",,Same,Don't know,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Less than 1 ha,Rainfed,No,Yes,Yes,No,No,No,Less,Less,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,0,,1.0,,1.0,,2.0,4.950148242516516,14.198704266785876,0.38692083561041857,0.03203579374148879,1.3548012832077148,0.3349,HIGH
Mashonaland West,Hurungwe,2022-04-10,4,49,Male,No,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",7.0,Married,18 to 40,Daily wage on farms and other casual employment in agricultural sector,1000.0,Same,Informal agricultural trade excluding producers,,Same,Don't know,,,1000.0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,1.0,0.0,2.0,1,1.0,2.0,,,2.0,4.0,0.021576462293411758,0.021576462293411758,0.35522126016601113,0.03870132499905677,1.659140539364503,0.3402,HIGH
Mashonaland Central,Shamva,2022-04-01,4,40,Male,Yes - both crop and livestock production,Male,Completed primary school,Protected well,Traditional pit latrine (no water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,41 to 65,"Farmer, production and sale of cashcrops",16500.0,Less,No second most important source of income,,,No third most important source of income,,,16500.0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,Refused,Rainfed,No,No,No,No,No,Yes,Same,Less,No,,,,,,,,,,,,,,,,,,,,"Poultry (chicken, guineafowl, duck, etc)",70.0,50.0,-20.0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,-0.2857142857142857,,,1.0,0.0,0.0,0.37215844260176417,0.050340839585269276,1.5028364458532366,0.3349,HIGH
Matabeleland South,Matobo,2022-04-06,4,36,Male,Yes - livestock production,Male,Completed secondary school,Protected well,Traditional pit latrine (no water),Candle,"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",4.0,Married,18 to 40,Stable employment in non-agricultural sector,20000.0,Same,No second most important source of income,,,No third most important source of income,,,20000.0,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle (cow, beef, veal, yak, buffalo)",11.0,9.0,-2.0,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,0.0,0.0,1.0,2.0,1,1.0,3.0,-0.18181818181818182,,,3.0,0.7563064425034219,0.7563064425034219,0.31299886691010786,0.01897974475661424,1.047395419085191,0.2,HIGH
Mashonaland East,Hwedza,2022-04-14,4,40,Male,Yes - crop production,Male,Completed secondary school,Private tap from piped water,Flush latrine (toilet with water),Electricity (from generator or electrical grid),"Permanent resident - you have been living in your village, town for longer than two years and this is what you consider your habitual residence",5.0,Married,18 to 40,No income source in the last 3 months and used exclusively debt,,,No second most important source of income,,,No third most important source of income,,,0.0,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1500.0,1 to 5 ha,Rainfed,No,Yes,Yes,No,Yes,No,Same,Less,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,,2.0,,1.0,0.33531405195693714,0.6431885088663815,0.34434742823149805,0.03021572252834556,1.1037422523037344,0.1334,MEDIUM
